"crossdefense_direction","crossdefense_helped","crossdefense_phase","crossdefense_defense","crossdefense_time","crossdefense_successfail","defense0Position","startDefense","allianceColor","defense5Position","matchNumber","defense1Position","withBall","defense4Position","defense3Position","scouterName","defense2Position","teamNumber","scouterNotes","Shoot_goal","Shoot_location","Shoot_timestamp","Shoot_phase","Shoot_goalHeight","Shoot_defender","Shoot_scoremiss","loadBall_location","loadBall_phase","loadBall_floorair","loadBall_successfail","dropball_location","dropball_fumbleeject","challenge_phase","challenge_successfail","Defend_goal","Defend_phase","Defend_blockscore","challenge_partOfBatter","Reach_phase","Reach_defense","climb_partOfBatter","climb_phase","climb_successfail"
,,,,,,"SpyBot","Ramparts","red","RoughTerrain","99","LowBar","true","SallyPort","Ramparts","Kobe","Portcullis","9","These are notes!",,,,,,,,,,,,,,,,"highRight","teleop","block",,,,,,
,,,,,,"SpyBot","Ramparts","red","RoughTerrain","99","LowBar","true","SallyPort","Ramparts","Kobe","Portcullis","9","These are notes!",,,,,,,,,,,,,,,,"highLeft","teleop","score",,,,,,
,,,,,,"SpyBot","Ramparts","red","RoughTerrain","99","LowBar","true","SallyPort","Ramparts","Kobe","Portcullis","9","These are notes!",,,,,,,,,,,,,,,,"lowLeft","teleop","score",,,,,,
,,,,,,"SpyBot","Ramparts","red","RoughTerrain","99","LowBar","true","SallyPort","Ramparts","Kobe","Portcullis","9","These are notes!",,,,,,,,,,,,,,,,"highLeft","teleop","score",,,,,,
,,,,,,"SpyBot","Ramparts","red","RoughTerrain","99","LowBar","true","SallyPort","Ramparts","Kobe","Portcullis","9","These are notes!",,,,,,,,,,,,,,,,"lowRight","teleop","score",,,,,,
,,,,,,"SpyBot","Ramparts","red","RoughTerrain","99","LowBar","true","SallyPort","Ramparts","Kobe","Portcullis","9","These are notes!",,,,,,,,,,,,,,,,"highCenter","teleop","block",,,,,,
"cross","false","teleop","1",4200,"fail","SpyBot","Ramparts","red","RoughTerrain","99","LowBar","true","SallyPort","Ramparts","Kobe","Portcullis","9","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","Ramparts","red","RoughTerrain","99","LowBar","true","SallyPort","Ramparts","Kobe","Portcullis","9","These are notes!",,,,,,,,,,,,,,"teleop","success",,,,"center",,,,,
"cross","false","teleop","5",3100,"success","SpyBot","RockWall","red","RockWall","104","LowBar","true","SallyPort","Moat","William","Portcullis","1","",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","RockWall","red","RockWall","104","LowBar","true","SallyPort","Moat","William","Portcullis","1","","Center","courtyard",1456889953000,"teleop","High","false","score",,,,,,,,,,,,,,,,,
"back","false","teleop","3",3200,"fail","SpyBot","RockWall","red","RockWall","104","LowBar","true","SallyPort","Moat","William","Portcullis","1","",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","RockWall","red","RockWall","104","LowBar","true","SallyPort","Moat","William","Portcullis","1","",,,,,,,,"neutralzone","teleop","floor","success",,,,,,,,,,,,,
"cross","false","teleop","3",5300,"success","SpyBot","RockWall","red","RockWall","104","LowBar","true","SallyPort","Moat","William","Portcullis","1","",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","RockWall","red","RockWall","104","LowBar","true","SallyPort","Moat","William","Portcullis","1","","Center","outerworks",1456889954000,"teleop","High","false","score",,,,,,,,,,,,,,,,,
"back","false","teleop","3",4300,"success","SpyBot","RockWall","red","RockWall","104","LowBar","true","SallyPort","Moat","William","Portcullis","1","",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","RockWall","red","RockWall","104","LowBar","true","SallyPort","Moat","William","Portcullis","1","",,,,,,,,"enemycourtyard","teleop","floor","success",,,,,,,,,,,,,
"cross","false","teleop","3",3100,"success","SpyBot","RockWall","red","RockWall","104","LowBar","true","SallyPort","Moat","William","Portcullis","1","",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","RockWall","red","RockWall","104","LowBar","true","SallyPort","Moat","William","Portcullis","1","","Center","batter",1456889954000,"teleop","High","false","miss",,,,,,,,,,,,,,,,,
"back","false","teleop","3",5000,"success","SpyBot","RockWall","red","RockWall","104","LowBar","true","SallyPort","Moat","William","Portcullis","1","",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","RockWall","red","RockWall","104","LowBar","true","SallyPort","Moat","William","Portcullis","1","",,,,,,,,"neutralzone","teleop","floor","success",,,,,,,,,,,,,
"cross","false","teleop","3",5400,"success","SpyBot","RockWall","red","RockWall","104","LowBar","true","SallyPort","Moat","William","Portcullis","1","",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","RockWall","red","RockWall","104","LowBar","true","SallyPort","Moat","William","Portcullis","1","","Center","outerworks",1456889954000,"teleop","High","false","miss",,,,,,,,,,,,,,,,,
"back","false","teleop","3",3200,"success","SpyBot","RockWall","red","RockWall","104","LowBar","true","SallyPort","Moat","William","Portcullis","1","",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","RockWall","red","RockWall","104","LowBar","true","SallyPort","Moat","William","Portcullis","1","",,,,,,,,"neutralzone","teleop","floor","success",,,,,,,,,,,,,
"cross","false","teleop","3",4200,"success","SpyBot","RockWall","red","RockWall","104","LowBar","true","SallyPort","Moat","William","Portcullis","1","",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","RockWall","red","RockWall","104","LowBar","true","SallyPort","Moat","William","Portcullis","1","","Center","batter",1456889954000,"teleop","High","false","score",,,,,,,,,,,,,,,,,
"back","false","teleop","3",4500,"success","SpyBot","RockWall","red","RockWall","104","LowBar","true","SallyPort","Moat","William","Portcullis","1","",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","RockWall","red","RockWall","104","LowBar","true","SallyPort","Moat","William","Portcullis","1","",,,,,,,,"friendlycourtyard","teleop","floor","success",,,,,,,,,,,,,
"cross","false","teleop","3",3100,"fail","SpyBot","RockWall","red","RockWall","104","LowBar","true","SallyPort","Moat","William","Portcullis","1","",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","RockWall","red","RockWall","104","LowBar","true","SallyPort","Moat","William","Portcullis","1","",,,,,,,,,,,,,,"teleop","fail",,,,,,,,,
"cross","false","teleop","5",3100,"success","SpyBot","RoughTerrain","red","RoughTerrain","148","LowBar","true","Drawbridge","Ramparts","William","Cheval","1","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","RoughTerrain","red","RoughTerrain","148","LowBar","true","Drawbridge","Ramparts","William","Cheval","1","These are notes!","Center","batter",1456890112000,"teleop","High","false","miss",,,,,,,,,,,,,,,,,
"back","false","teleop","3",4700,"success","SpyBot","RoughTerrain","red","RoughTerrain","148","LowBar","true","Drawbridge","Ramparts","William","Cheval","1","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","RoughTerrain","red","RoughTerrain","148","LowBar","true","Drawbridge","Ramparts","William","Cheval","1","These are notes!",,,,,,,,"friendlycourtyard","teleop","floor","success",,,,,,,,,,,,,
"cross","false","teleop","3",3100,"success","SpyBot","RoughTerrain","red","RoughTerrain","148","LowBar","true","Drawbridge","Ramparts","William","Cheval","1","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","RoughTerrain","red","RoughTerrain","148","LowBar","true","Drawbridge","Ramparts","William","Cheval","1","These are notes!","Center","batter",1456890112000,"teleop","High","false","miss",,,,,,,,,,,,,,,,,
"back","false","teleop","3",3200,"fail","SpyBot","RoughTerrain","red","RoughTerrain","148","LowBar","true","Drawbridge","Ramparts","William","Cheval","1","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","RoughTerrain","red","RoughTerrain","148","LowBar","true","Drawbridge","Ramparts","William","Cheval","1","These are notes!",,,,,,,,"neutralzone","teleop","floor","success",,,,,,,,,,,,,
"cross","false","teleop","3",3500,"success","SpyBot","RoughTerrain","red","RoughTerrain","148","LowBar","true","Drawbridge","Ramparts","William","Cheval","1","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","RoughTerrain","red","RoughTerrain","148","LowBar","true","Drawbridge","Ramparts","William","Cheval","1","These are notes!","Center","outerworks",1456890112000,"teleop","High","false","miss",,,,,,,,,,,,,,,,,
"back","false","teleop","3",6000,"success","SpyBot","RoughTerrain","red","RoughTerrain","148","LowBar","true","Drawbridge","Ramparts","William","Cheval","1","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","RoughTerrain","red","RoughTerrain","148","LowBar","true","Drawbridge","Ramparts","William","Cheval","1","These are notes!",,,,,,,,"friendlycourtyard","teleop","floor","success",,,,,,,,,,,,,
"cross","false","teleop","3",4200,"success","SpyBot","RoughTerrain","red","RoughTerrain","148","LowBar","true","Drawbridge","Ramparts","William","Cheval","1","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","RoughTerrain","red","RoughTerrain","148","LowBar","true","Drawbridge","Ramparts","William","Cheval","1","These are notes!",,,,,,,,,,,,"enemycourtyard","fumble",,,,,,,,,,,
"back","false","teleop","3",4600,"success","SpyBot","RoughTerrain","red","RoughTerrain","148","LowBar","true","Drawbridge","Ramparts","William","Cheval","1","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","RoughTerrain","red","RoughTerrain","148","LowBar","true","Drawbridge","Ramparts","William","Cheval","1","These are notes!",,,,,,,,"neutralzone","teleop","floor","success",,,,,,,,,,,,,
"cross","false","teleop","3",3700,"fail","SpyBot","RoughTerrain","red","RoughTerrain","148","LowBar","true","Drawbridge","Ramparts","William","Cheval","1","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","RoughTerrain","red","RoughTerrain","148","LowBar","true","Drawbridge","Ramparts","William","Cheval","1","These are notes!","Center","courtyard",1456890112000,"teleop","High","false","miss",,,,,,,,,,,,,,,,,
"back","false","teleop","3",5600,"success","SpyBot","RoughTerrain","red","RoughTerrain","148","LowBar","true","Drawbridge","Ramparts","William","Cheval","1","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","RoughTerrain","red","RoughTerrain","148","LowBar","true","Drawbridge","Ramparts","William","Cheval","1","These are notes!",,,,,,,,"neutralzone","teleop","floor","success",,,,,,,,,,,,,
"cross","false","teleop","3",3000,"fail","SpyBot","RoughTerrain","red","RoughTerrain","148","LowBar","true","Drawbridge","Ramparts","William","Cheval","1","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","RoughTerrain","red","RoughTerrain","148","LowBar","true","Drawbridge","Ramparts","William","Cheval","1","These are notes!","Center","outerworks",1456890112000,"teleop","High","false","score",,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","RoughTerrain","red","RoughTerrain","148","LowBar","true","Drawbridge","Ramparts","William","Cheval","1","These are notes!",,,,,,,,,,,,,,"teleop","success",,,,"center",,,,,
"cross","false","teleop","5",4800,"success","SpyBot","RockWall","red","RockWall","149","LowBar","true","SallyPort","Moat","William","Portcullis","1","",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","RockWall","red","RockWall","149","LowBar","true","SallyPort","Moat","William","Portcullis","1","",,,,,,,,,,,,"enemycourtyard","fumble",,,,,,,,,,,
"back","false","teleop","5",5600,"fail","SpyBot","RockWall","red","RockWall","149","LowBar","true","SallyPort","Moat","William","Portcullis","1","",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","RockWall","red","RockWall","149","LowBar","true","SallyPort","Moat","William","Portcullis","1","",,,,,,,,"friendlycourtyard","teleop","floor","success",,,,,,,,,,,,,
"cross","false","teleop","5",5500,"success","SpyBot","RockWall","red","RockWall","149","LowBar","true","SallyPort","Moat","William","Portcullis","1","",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","RockWall","red","RockWall","149","LowBar","true","SallyPort","Moat","William","Portcullis","1","","Center","batter",1456890116000,"teleop","High","true","score",,,,,,,,,,,,,,,,,
"back","false","teleop","3",5400,"success","SpyBot","RockWall","red","RockWall","149","LowBar","true","SallyPort","Moat","William","Portcullis","1","",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","RockWall","red","RockWall","149","LowBar","true","SallyPort","Moat","William","Portcullis","1","",,,,,,,,"neutralzone","teleop","floor","success",,,,,,,,,,,,,
"cross","false","teleop","3",3300,"success","SpyBot","RockWall","red","RockWall","149","LowBar","true","SallyPort","Moat","William","Portcullis","1","",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","RockWall","red","RockWall","149","LowBar","true","SallyPort","Moat","William","Portcullis","1","","Center","batter",1456890116000,"teleop","High","false","score",,,,,,,,,,,,,,,,,
"back","false","teleop","3",4000,"success","SpyBot","RockWall","red","RockWall","149","LowBar","true","SallyPort","Moat","William","Portcullis","1","",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","RockWall","red","RockWall","149","LowBar","true","SallyPort","Moat","William","Portcullis","1","",,,,,,,,"friendlycourtyard","teleop","floor","success",,,,,,,,,,,,,
"cross","false","teleop","3",4800,"success","SpyBot","RockWall","red","RockWall","149","LowBar","true","SallyPort","Moat","William","Portcullis","1","",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","RockWall","red","RockWall","149","LowBar","true","SallyPort","Moat","William","Portcullis","1","","Center","courtyard",1456890116000,"teleop","High","false","score",,,,,,,,,,,,,,,,,
"back","false","teleop","3",3100,"fail","SpyBot","RockWall","red","RockWall","149","LowBar","true","SallyPort","Moat","William","Portcullis","1","",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","RockWall","red","RockWall","149","LowBar","true","SallyPort","Moat","William","Portcullis","1","",,,,,,,,"neutralzone","teleop","floor","success",,,,,,,,,,,,,
"cross","false","teleop","3",4600,"success","SpyBot","RockWall","red","RockWall","149","LowBar","true","SallyPort","Moat","William","Portcullis","1","",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","RockWall","red","RockWall","149","LowBar","true","SallyPort","Moat","William","Portcullis","1","",,,,,,,,,,,,"enemycourtyard","eject",,,,,,,,,,,
"back","false","teleop","3",3700,"success","SpyBot","RockWall","red","RockWall","149","LowBar","true","SallyPort","Moat","William","Portcullis","1","",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","RockWall","red","RockWall","149","LowBar","true","SallyPort","Moat","William","Portcullis","1","",,,,,,,,"neutralzone","teleop","floor","success",,,,,,,,,,,,,
,,,,,,"SpyBot","RockWall","red","RockWall","149","LowBar","true","SallyPort","Moat","William","Portcullis","1","",,,,,,,,,,,,"neutralzone","fumble",,,,,,,,,,,
,,,,,,"SpyBot","RockWall","red","RockWall","149","LowBar","true","SallyPort","Moat","William","Portcullis","1","",,,,,,,,"neutralzone","teleop","floor","success",,,,,,,,,,,,,
"cross","false","teleop","3",4100,"success","SpyBot","RockWall","red","RockWall","149","LowBar","true","SallyPort","Moat","William","Portcullis","1","",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","RockWall","red","RockWall","149","LowBar","true","SallyPort","Moat","William","Portcullis","1","",,,,,,,,,,,,,,"teleop","success",,,,"center",,,,,
"cross","false","autonomous","5",4400,"success","SpyBot","RockWall","red","RockWall","6","LowBar","true","SallyPort","Moat","William","Portcullis","1","",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","RockWall","red","RockWall","6","LowBar","true","SallyPort","Moat","William","Portcullis","1","","Center","batter",1456889604000,"autonomous","High","false","score",,,,,,,,,,,,,,,,,
"back","false","teleop","5",4300,"success","SpyBot","RockWall","red","RockWall","6","LowBar","true","SallyPort","Moat","William","Portcullis","1","",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","RockWall","red","RockWall","6","LowBar","true","SallyPort","Moat","William","Portcullis","1","",,,,,,,,"friendlycourtyard","teleop","floor","success",,,,,,,,,,,,,
"cross","false","teleop","5",3900,"fail","SpyBot","RockWall","red","RockWall","6","LowBar","true","SallyPort","Moat","William","Portcullis","1","",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","RockWall","red","RockWall","6","LowBar","true","SallyPort","Moat","William","Portcullis","1","","Center","courtyard",1456889605000,"teleop","High","false","score",,,,,,,,,,,,,,,,,
"back","false","teleop","3",3600,"success","SpyBot","RockWall","red","RockWall","6","LowBar","true","SallyPort","Moat","William","Portcullis","1","",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","RockWall","red","RockWall","6","LowBar","true","SallyPort","Moat","William","Portcullis","1","",,,,,,,,"neutralzone","teleop","floor","success",,,,,,,,,,,,,
"cross","false","teleop","3",3700,"success","SpyBot","RockWall","red","RockWall","6","LowBar","true","SallyPort","Moat","William","Portcullis","1","",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","RockWall","red","RockWall","6","LowBar","true","SallyPort","Moat","William","Portcullis","1","","Center","courtyard",1456889605000,"teleop","High","false","miss",,,,,,,,,,,,,,,,,
"back","false","teleop","3",4300,"success","SpyBot","RockWall","red","RockWall","6","LowBar","true","SallyPort","Moat","William","Portcullis","1","",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","RockWall","red","RockWall","6","LowBar","true","SallyPort","Moat","William","Portcullis","1","",,,,,,,,"friendlycourtyard","teleop","floor","success",,,,,,,,,,,,,
"cross","false","teleop","3",5000,"success","SpyBot","RockWall","red","RockWall","6","LowBar","true","SallyPort","Moat","William","Portcullis","1","",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","RockWall","red","RockWall","6","LowBar","true","SallyPort","Moat","William","Portcullis","1","","Center","batter",1456889605000,"teleop","High","false","score",,,,,,,,,,,,,,,,,
"back","true","teleop","3",3700,"success","SpyBot","RockWall","red","RockWall","6","LowBar","true","SallyPort","Moat","William","Portcullis","1","",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","RockWall","red","RockWall","6","LowBar","true","SallyPort","Moat","William","Portcullis","1","",,,,,,,,"neutralzone","teleop","floor","success",,,,,,,,,,,,,
"cross","false","teleop","3",4000,"success","SpyBot","RockWall","red","RockWall","6","LowBar","true","SallyPort","Moat","William","Portcullis","1","",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","RockWall","red","RockWall","6","LowBar","true","SallyPort","Moat","William","Portcullis","1","","Center","batter",1456889605000,"teleop","High","false","score",,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","RockWall","red","RockWall","6","LowBar","true","SallyPort","Moat","William","Portcullis","1","",,,,,,,,"neutralzone","teleop","floor","success",,,,,,,,,,,,,
"cross","false","teleop","3",3700,"success","SpyBot","RockWall","red","RockWall","6","LowBar","true","SallyPort","Moat","William","Portcullis","1","",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","RockWall","red","RockWall","6","LowBar","true","SallyPort","Moat","William","Portcullis","1","","Center","outerworks",1456889605000,"teleop","High","false","score",,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","RockWall","red","RockWall","6","LowBar","true","SallyPort","Moat","William","Portcullis","1","",,,,,,,,,,,,,,"teleop","success",,,,"center",,,,,
"cross","false","teleop","1",1200,"success","SpyBot","LowBar","red","RoughTerrain","130","LowBar","true","SallyPort","Moat","William","Portcullis","10","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","LowBar","red","RoughTerrain","130","LowBar","true","SallyPort","Moat","William","Portcullis","10","These are notes!","Left","outerworks",1456890047000,"teleop","High","false","score",,,,,,,,,,,,,,,,,
"back","false","teleop","1",2900,"fail","SpyBot","LowBar","red","RoughTerrain","130","LowBar","true","SallyPort","Moat","William","Portcullis","10","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","LowBar","red","RoughTerrain","130","LowBar","true","SallyPort","Moat","William","Portcullis","10","These are notes!",,,,,,,,"neutralzone","teleop","floor","success",,,,,,,,,,,,,
"cross","false","teleop","1",2800,"success","SpyBot","LowBar","red","RoughTerrain","130","LowBar","true","SallyPort","Moat","William","Portcullis","10","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","LowBar","red","RoughTerrain","130","LowBar","true","SallyPort","Moat","William","Portcullis","10","These are notes!","Left","batter",1456890048000,"teleop","High","true","score",,,,,,,,,,,,,,,,,
"back","false","teleop","1",2000,"fail","SpyBot","LowBar","red","RoughTerrain","130","LowBar","true","SallyPort","Moat","William","Portcullis","10","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","LowBar","red","RoughTerrain","130","LowBar","true","SallyPort","Moat","William","Portcullis","10","These are notes!",,,,,,,,"neutralzone","teleop","floor","success",,,,,,,,,,,,,
"cross","false","teleop","5",2700,"success","SpyBot","LowBar","red","RoughTerrain","130","LowBar","true","SallyPort","Moat","William","Portcullis","10","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
